Company,Location,Date,Rocket,RocketStatus,Price,MissionStatus,Year
ISRO,Kazakhstan,2010-08-27,Atlas V,Active,,Success,2010
CASC,New Zealand,2010-09-19,Pegasus XL,Active,,Success,2010
Boeing,France,2010-07-07,Vega,Active,,Success,2010
Arianespace,India,2010-04-26,Starship,Active,59.8,Success,2010
Rocket Lab,Kazakhstan,2010-10-03,Vulcan,Active,,Success,2010
Japan JAXA,New Zealand,2010-06-28,Antares,Active,,Success,2010
Boeing,Russia,2010-01-16,PSLV,Retired,61.1,Success,2010
RVSN USSR,Japan,2010-01-26,Electron,Retired,,Success,2010
ISRO,India,2010-04-23,Antares,Retired,,Success,2010
Blue Origin,Australia,2010-03-07,Vega,Retired,,Success,2010
SpaceX,New Zealand,2010-11-15,Antares,Retired,,Failure,2010
SpaceX,Japan,2010-07-23,H-IIA,Retired,165.07,Success,2010
Boeing,USA,2010-03-17,Vulcan,Retired,,Partial Failure,2010
NASA,China,2010-02-15,Electron,Retired,,Success,2010
Rocket Lab,Australia,2010-05-09,Electron,Active,21.83,Success,2010
NASA,Australia,2010-04-20,Proton-M,Retired,22.74,Success,2010
Boeing,Australia,2010-04-07,Antares,Active,,Success,2010
RVSN USSR,USA,2010-10-27,Antares,Active,,Success,2010
NASA,China,2010-07-06,Starship,Retired,,Success,2010
SpaceX,France,2010-04-23,Delta IV,Retired,,Success,2010
Northrop,Kazakhstan,2010-04-16,PSLV,Retired,40.59,Partial Failure,2010
Japan JAXA,Russia,2010-03-08,Proton-M,Retired,14.07,Success,2010
ESA,USA,2010-05-27,Atlas V,Active,,Success,2010
Boeing,Kazakhstan,2010-04-10,Pegasus XL,Active,,Success,2010
ULA,New Zealand,2010-05-23,Atlas V,Retired,,Success,2010
Blue Origin,China,2010-02-19,Electron,Active,,Success,2010
Northrop,France,2010-08-07,Long March 3B,Active,,Success,2010
CASC,Australia,2010-09-03,H-IIA,Active,,Success,2010
ULA,Australia,2010-12-07,Atlas V,Active,,Success,2010
Arianespace,New Zealand,2010-04-16,Antares,Active,,Success,2010
Roscosmos,France,2010-01-02,Antares,Retired,,Success,2010
ULA,China,2010-12-14,Electron,Active,,Success,2010
Japan JAXA,New Zealand,2010-05-19,Ariane 5,Active,,Success,2010
ISRO,China,2010-10-14,Delta IV,Active,,Success,2010
Boeing,China,2010-06-12,Proton-M,Retired,,Success,2010
ESA,Australia,2010-11-18,Soyuz-U,Active,269.37,Success,2010
Northrop,New Zealand,2010-10-22,Ariane 5,Active,,Success,2010
CASC,Kazakhstan,2010-01-21,Vega,Active,,Success,2010
SpaceX,India,2010-05-20,Electron,Active,,Success,2010
NASA,China,2010-06-08,H-IIA,Retired,,Success,2010
NASA,New Zealand,2010-05-05,Proton-M,Retired,,Success,2010
Roscosmos,China,2010-03-24,Electron,Retired,,Success,2010
Boeing,India,2010-02-02,Starship,Active,,Success,2010
Japan JAXA,China,2010-01-02,Pegasus XL,Retired,,Success,2010
NASA,France,2010-05-25,Proton-M,Active,,Partial Failure,2010
SpaceX,New Zealand,2010-12-16,Vulcan,Active,18.82,Success,2010
ULA,Australia,2010-05-25,Soyuz-U,Retired,,Success,2010
Boeing,Kazakhstan,2010-07-18,Vulcan,Active,,Partial Failure,2010
ESA,China,2010-05-08,Pegasus XL,Active,,Success,2010
SpaceX,Japan,2010-09-17,Proton-M,Active,,Success,2010
Northrop,India,2010-02-28,H-IIA,Active,,Success,2010
SpaceX,Kazakhstan,2010-05-28,PSLV,Retired,,Success,2010
Northrop,India,2010-03-13,H-IIA,Retired,,Success,2010
Virgin Orbit,India,2010-07-17,Electron,Retired,,Success,2010
Blue Origin,USA,2010-05-09,Electron,Retired,,Success,2010
Rocket Lab,China,2010-06-02,Pegasus XL,Active,,Success,2010
RVSN USSR,China,2010-08-03,Ariane 5,Active,,Success,2010
Arianespace,USA,2010-10-18,Soyuz-U,Retired,,Success,2010
Virgin Orbit,India,2010-09-24,Vulcan,Retired,,Success,2010
CASC,Australia,2010-08-02,Vega,Active,,Failure,2010
NASA,Kazakhstan,2010-12-16,Proton-M,Active,,Failure,2010
Arianespace,India,2010-11-18,Pegasus XL,Active,36.27,Failure,2010
NASA,India,2010-05-22,Vulcan,Active,,Success,2010
Arianespace,USA,2010-06-18,Atlas V,Active,36.43,Partial Failure,2010
ISRO,France,2010-08-20,Electron,Retired,,Success,2010
NASA,China,2010-03-01,Falcon 9,Active,,Failure,2010
Arianespace,New Zealand,2010-07-06,H-IIA,Active,,Failure,2010
Blue Origin,Japan,2010-12-20,Proton-M,Retired,,Success,2010
Arianespace,Australia,2010-12-19,Vulcan,Active,,Success,2010
Rocket Lab,Russia,2010-11-08,Falcon 9,Retired,,Success,2010
CASC,USA,2010-07-24,H-IIA,Active,,Success,2010
Rocket Lab,China,2010-02-14,Delta IV,Active,,Success,2010
Northrop,USA,2010-06-10,PSLV,Retired,,Success,2010
ULA,Australia,2010-05-16,Long March 3B,Active,,Success,2010
Japan JAXA,New Zealand,2010-05-14,Delta IV,Active,,Success,2010
Northrop,France,2010-01-03,Pegasus XL,Active,,Success,2010
Virgin Orbit,France,2010-10-28,Antares,Retired,36.69,Success,2010
Virgin Orbit,France,2010-02-20,Antares,Retired,87.65,Success,2010
SpaceX,Japan,2011-07-23,Proton-M,Retired,26.86,Failure,2011
Northrop,India,2011-07-19,Starship,Active,,Partial Failure,2011
Blue Origin,Kazakhstan,2011-05-08,Vulcan,Retired,,Success,2011
Blue Origin,France,2011-08-26,Proton-M,Active,,Success,2011
Virgin Orbit,New Zealand,2011-09-20,Delta IV,Retired,,Failure,2011
SpaceX,Kazakhstan,2011-10-02,Delta IV,Active,,Success,2011
ESA,USA,2011-10-02,Electron,Retired,,Partial Failure,2011
ISRO,China,2011-10-23,PSLV,Active,,Success,2011
NASA,Kazakhstan,2011-09-02,Vulcan,Active,,Success,2011
ISRO,Japan,2011-06-18,Proton-M,Active,,Success,2011
ULA,Russia,2011-04-12,Falcon 9,Active,,Success,2011
Northrop,Australia,2011-08-08,Pegasus XL,Active,81.0,Success,2011
RVSN USSR,New Zealand,2011-11-15,Vulcan,Retired,,Success,2011
Arianespace,India,2011-05-23,Vulcan,Retired,,Success,2011
Rocket Lab,USA,2011-05-19,H-IIA,Retired,,Success,2011
Roscosmos,Kazakhstan,2011-07-28,Antares,Retired,49.42,Success,2011
Blue Origin,New Zealand,2011-11-20,Vulcan,Active,203.57,Success,2011
Arianespace,Russia,2011-08-03,Atlas V,Retired,,Success,2011
NASA,USA,2011-11-05,Starship,Retired,,Failure,2011
ISRO,New Zealand,2011-11-23,Antares,Retired,,Success,2011
Arianespace,China,2011-10-23,Electron,Active,,Success,2011
Japan JAXA,New Zealand,2011-12-18,Long March 3B,Retired,,Success,2011
ESA,USA,2011-06-14,Vega,Active,258.18,Success,2011
Northrop,Kazakhstan,2011-07-12,Proton-M,Active,,Success,2011
Virgin Orbit,Australia,2011-12-12,Soyuz-U,Retired,,Success,2011
CASC,India,2011-08-24,Falcon 9,Retired,13.65,Success,2011
Boeing,India,2011-02-02,PSLV,Retired,,Success,2011
CASC,Japan,2011-11-26,Proton-M,Retired,,Partial Failure,2011
RVSN USSR,Russia,2011-04-07,Atlas V,Retired,,Success,2011
CASC,Russia,2011-05-03,Falcon 9,Retired,,Success,2011
Northrop,New Zealand,2011-08-22,Atlas V,Active,,Success,2011
RVSN USSR,India,2011-12-17,Long March 3B,Retired,,Success,2011
RVSN USSR,Australia,2011-02-03,Delta IV,Active,,Success,2011
Virgin Orbit,Russia,2011-05-26,Falcon 9,Active,11.33,Success,2011
ISRO,Japan,2011-04-10,Falcon 9,Retired,,Success,2011
Blue Origin,Australia,2011-04-09,Falcon 9,Active,,Success,2011
Japan JAXA,Australia,2011-12-03,Vega,Retired,,Success,2011
Arianespace,New Zealand,2011-01-19,Vulcan,Active,36.17,Success,2011
Blue Origin,Russia,2011-12-28,Soyuz-U,Retired,,Success,2011
Virgin Orbit,India,2011-02-02,Ariane 5,Active,,Success,2011
SpaceX,France,2011-07-07,Delta IV,Retired,,Success,2011
NASA,Japan,2011-01-20,Soyuz-U,Active,,Success,2011
Rocket Lab,New Zealand,2011-10-22,Antares,Active,93.0,Failure,2011
Blue Origin,India,2011-02-22,Antares,Active,,Success,2011
Rocket Lab,Kazakhstan,2011-05-19,Vulcan,Active,,Success,2011
Virgin Orbit,France,2011-06-20,Atlas V,Active,,Success,2011
SpaceX,USA,2011-12-04,Long March 3B,Active,,Success,2011
Blue Origin,New Zealand,2011-05-06,Ariane 5,Active,,Failure,2011
ESA,China,2011-12-12,Pegasus XL,Retired,,Success,2011
ESA,Australia,2011-05-05,Pegasus XL,Retired,,Success,2011
ULA,Japan,2011-04-01,Atlas V,Active,,Success,2011
Roscosmos,USA,2011-12-02,Antares,Retired,,Success,2011
Boeing,China,2011-07-22,Antares,Active,,Success,2011
CASC,India,2011-12-09,Pegasus XL,Retired,,Success,2011
Northrop,China,2011-01-03,PSLV,Retired,,Success,2011
ESA,USA,2011-06-03,Vulcan,Active,,Success,2011
Boeing,India,2011-04-04,Soyuz-U,Active,,Success,2011
Blue Origin,Japan,2011-06-25,Vulcan,Retired,,Success,2011
SpaceX,China,2011-06-28,Falcon 9,Active,,Success,2011
Japan JAXA,France,2011-11-17,PSLV,Active,,Partial Failure,2011
Roscosmos,USA,2011-02-18,H-IIA,Active,8.5,Success,2011
NASA,India,2011-04-10,Ariane 5,Retired,,Success,2011
Northrop,China,2011-11-04,H-IIA,Retired,,Success,2011
Boeing,Japan,2011-01-09,Falcon 9,Active,,Success,2011
Northrop,Kazakhstan,2011-10-03,Soyuz-U,Active,,Success,2011
ULA,Kazakhstan,2011-04-11,Long March 3B,Retired,,Failure,2011
Roscosmos,India,2011-04-11,Proton-M,Active,22.86,Partial Failure,2011
RVSN USSR,Japan,2011-03-07,Soyuz-U,Active,104.08,Success,2011
ESA,China,2011-01-10,Long March 3B,Active,,Failure,2011
ISRO,USA,2011-07-21,Falcon 9,Retired,,Partial Failure,2011
Virgin Orbit,Japan,2011-08-24,Vega,Active,68.18,Success,2011
Arianespace,France,2011-06-03,Vulcan,Retired,,Success,2011
NASA,Australia,2011-06-26,Soyuz-U,Active,,Success,2011
Blue Origin,China,2011-12-05,Antares,Active,,Failure,2011
Roscosmos,India,2011-10-23,Electron,Active,177.24,Success,2011
Rocket Lab,Kazakhstan,2011-04-17,Antares,Retired,,Success,2011
ULA,India,2011-02-22,Delta IV,Retired,,Success,2011
Rocket Lab,India,2011-10-06,Antares,Retired,17.38,Success,2011
Northrop,France,2011-03-07,Vega,Active,,Failure,2011
Roscosmos,USA,2011-02-08,PSLV,Active,,Success,2011
RVSN USSR,Japan,2011-11-26,Antares,Active,,Success,2011
Blue Origin,Russia,2011-11-08,Soyuz-U,Active,,Success,2011
ESA,USA,2011-10-05,Long March 3B,Active,28.77,Success,2011
ULA,New Zealand,2011-09-15,Pegasus XL,Retired,,Success,2011
Blue Origin,USA,2011-06-13,Falcon 9,Active,,Partial Failure,2011
Japan JAXA,Australia,2011-02-03,Vulcan,Retired,,Success,2011
Rocket Lab,Kazakhstan,2011-06-19,Antares,Retired,,Success,2011
ISRO,France,2011-07-26,Ariane 5,Active,,Success,2011
Roscosmos,China,2011-09-13,Pegasus XL,Active,,Failure,2011
Virgin Orbit,Kazakhstan,2011-07-18,Proton-M,Retired,,Success,2011
Roscosmos,USA,2011-09-25,Pegasus XL,Active,17.13,Success,2011
RVSN USSR,Australia,2011-06-04,Antares,Retired,,Success,2011
NASA,Japan,2011-09-09,Electron,Active,,Success,2011
Roscosmos,China,2011-11-20,Atlas V,Retired,20.6,Success,2011
Northrop,USA,2011-08-10,Antares,Active,,Success,2011
Japan JAXA,France,2012-09-15,Vega,Active,,Success,2012
ISRO,Japan,2012-03-23,Vega,Active,33.54,Success,2012
RVSN USSR,Japan,2012-03-10,Long March 3B,Retired,,Success,2012
Rocket Lab,New Zealand,2012-03-02,Delta IV,Retired,,Success,2012
ULA,USA,2012-05-20,Pegasus XL,Active,,Success,2012
ISRO,USA,2012-05-23,Electron,Active,,Success,2012
Rocket Lab,USA,2012-11-15,Antares,Active,,Success,2012
Northrop,Russia,2012-05-20,H-IIA,Active,17.52,Success,2012
Arianespace,China,2012-09-14,Vega,Retired,,Success,2012
ULA,Kazakhstan,2012-11-22,Delta IV,Active,,Success,2012
NASA,New Zealand,2012-04-23,PSLV,Active,,Success,2012
ISRO,China,2012-11-11,Vega,Retired,,Success,2012
SpaceX,USA,2012-09-24,Long March 3B,Retired,,Success,2012
SpaceX,China,2012-10-15,Delta IV,Active,,Success,2012
Arianespace,France,2012-11-25,Antares,Active,,Success,2012
Arianespace,New Zealand,2012-05-04,H-IIA,Retired,,Success,2012
Rocket Lab,Russia,2012-03-25,Vega,Retired,82.77,Success,2012
SpaceX,Australia,2012-04-10,Electron,Active,,Success,2012
SpaceX,France,2012-12-07,Pegasus XL,Active,,Success,2012
ULA,New Zealand,2012-01-21,Starship,Retired,36.44,Success,2012
SpaceX,Japan,2012-09-03,H-IIA,Retired,,Success,2012
ISRO,Australia,2012-06-03,Pegasus XL,Active,,Failure,2012
Roscosmos,France,2012-08-10,Electron,Active,,Success,2012
RVSN USSR,Kazakhstan,2012-08-06,Soyuz-U,Retired,19.55,Success,2012
ULA,USA,2012-12-23,Starship,Retired,,Success,2012
ESA,France,2012-01-02,H-IIA,Retired,,Success,2012
Japan JAXA,India,2012-08-16,Long March 3B,Active,,Success,2012
Blue Origin,China,2012-03-05,Pegasus XL,Active,,Success,2012
NASA,Kazakhstan,2012-12-25,Ariane 5,Retired,,Success,2012
Japan JAXA,New Zealand,2012-12-22,Electron,Active,,Success,2012
ESA,China,2012-05-08,Long March 3B,Retired,,Success,2012
Boeing,Russia,2012-09-13,Pegasus XL,Active,,Success,2012
RVSN USSR,India,2012-11-14,Electron,Retired,88.32,Success,2012
Boeing,Japan,2012-10-11,Proton-M,Active,,Success,2012
ULA,India,2012-08-19,Proton-M,Active,34.81,Success,2012
RVSN USSR,Japan,2012-02-16,Pegasus XL,Active,,Success,2012
NASA,India,2012-04-12,Atlas V,Active,,Success,2012
NASA,Australia,2012-01-03,Ariane 5,Active,,Success,2012
ULA,Japan,2012-01-16,Antares,Active,,Success,2012
Northrop,Kazakhstan,2012-12-06,PSLV,Active,,Success,2012
Arianespace,New Zealand,2012-04-02,Soyuz-U,Retired,,Success,2012
Northrop,Australia,2012-01-06,Vega,Active,,Success,2012
Roscosmos,Russia,2012-04-20,H-IIA,Retired,57.54,Success,2012
Virgin Orbit,Australia,2012-10-23,Falcon 9,Active,,Success,2012
Japan JAXA,Russia,2012-04-21,Falcon 9,Active,,Success,2012
Boeing,India,2012-02-19,Starship,Retired,,Failure,2012
Arianespace,India,2012-12-18,Starship,Active,,Failure,2012
ESA,New Zealand,2012-10-09,Soyuz-U,Active,,Success,2012
Virgin Orbit,Australia,2012-09-13,Soyuz-U,Retired,,Success,2012
ISRO,New Zealand,2012-01-15,Ariane 5,Active,165.1,Success,2012
ISRO,India,2012-01-08,Atlas V,Active,,Success,2012
NASA,USA,2012-08-24,Proton-M,Active,9.05,Success,2012
ISRO,Japan,2012-06-28,H-IIA,Active,,Success,2012
ESA,New Zealand,2012-09-28,Pegasus XL,Active,,Success,2012
ESA,Kazakhstan,2012-05-28,Long March 3B,Retired,,Success,2012
NASA,Kazakhstan,2012-05-11,Starship,Retired,121.99,Failure,2012
NASA,India,2012-08-22,Ariane 5,Retired,,Success,2012
Boeing,Australia,2012-03-01,Antares,Retired,,Success,2012
Rocket Lab,New Zealand,2012-08-26,H-IIA,Retired,74.04,Success,2012
ULA,Japan,2012-10-01,Antares,Active,,Partial Failure,2012
Virgin Orbit,USA,2012-05-28,Ariane 5,Active,,Success,2012
ULA,Russia,2012-12-14,Long March 3B,Active,,Success,2012
Boeing,France,2012-08-05,Atlas V,Retired,193.73,Success,2012
RVSN USSR,Kazakhstan,2012-08-19,Antares,Retired,,Success,2012
ISRO,Russia,2012-10-25,Vega,Retired,,Success,2012
Rocket Lab,India,2012-08-04,Proton-M,Retired,46.59,Success,2012
SpaceX,Japan,2012-09-02,Starship,Retired,,Success,2012
RVSN USSR,New Zealand,2012-10-16,Falcon 9,Active,71.7,Success,2012
Rocket Lab,Russia,2012-09-27,PSLV,Active,49.77,Success,2012
Roscosmos,China,2012-02-17,Proton-M,Active,,Success,2012
Virgin Orbit,Kazakhstan,2012-03-25,Electron,Retired,,Success,2012
Boeing,France,2012-05-16,Vega,Retired,,Success,2012
Arianespace,Kazakhstan,2012-09-22,Starship,Active,,Success,2012
CASC,Kazakhstan,2012-10-01,Long March 3B,Retired,18.9,Success,2012
Roscosmos,Japan,2012-01-15,Starship,Active,64.83,Success,2012
RVSN USSR,Japan,2012-11-18,H-IIA,Active,135.35,Success,2012
Blue Origin,New Zealand,2012-08-13,Long March 3B,Retired,,Success,2012
SpaceX,Kazakhstan,2012-04-20,Delta IV,Active,,Success,2012
Japan JAXA,Russia,2012-03-20,Falcon 9,Retired,22.86,Success,2012
Northrop,New Zealand,2012-05-24,Delta IV,Retired,,Success,2012
Roscosmos,Australia,2012-03-27,H-IIA,Active,,Success,2012
Japan JAXA,India,2012-11-03,Delta IV,Active,,Success,2012
ESA,Australia,2012-01-03,H-IIA,Active,,Success,2012
NASA,Australia,2012-02-27,Delta IV,Active,,Success,2012
ULA,Japan,2012-08-01,PSLV,Active,,Success,2012
Boeing,India,2012-03-22,Soyuz-U,Active,,Success,2012
RVSN USSR,Australia,2012-08-08,Long March 3B,Retired,91.72,Success,2012
Arianespace,USA,2012-11-10,Soyuz-U,Retired,,Success,2012
Blue Origin,Kazakhstan,2012-07-15,H-IIA,Retired,,Success,2012
Arianespace,USA,2012-02-14,Atlas V,Active,,Success,2012
Roscosmos,New Zealand,2013-02-13,Soyuz-U,Retired,266.58,Success,2013
Japan JAXA,France,2013-11-21,Pegasus XL,Active,,Success,2013
ISRO,France,2013-09-08,Atlas V,Retired,254.91,Success,2013
RVSN USSR,Kazakhstan,2013-04-11,Vulcan,Active,,Success,2013
RVSN USSR,Japan,2013-01-16,Delta IV,Retired,,Success,2013
Arianespace,India,2013-05-05,Delta IV,Active,,Success,2013
Arianespace,India,2013-09-24,Proton-M,Retired,44.51,Success,2013
Roscosmos,New Zealand,2013-02-16,Atlas V,Active,,Partial Failure,2013
NASA,Japan,2013-09-07,H-IIA,Retired,,Success,2013
Northrop,Australia,2013-02-25,Vega,Retired,,Partial Failure,2013
Arianespace,New Zealand,2013-03-17,Antares,Active,,Success,2013
CASC,France,2013-06-11,Antares,Retired,,Success,2013
NASA,Japan,2013-05-18,Starship,Retired,135.44,Success,2013
Rocket Lab,France,2013-02-22,Starship,Active,,Success,2013
SpaceX,Kazakhstan,2013-12-22,Vulcan,Active,,Success,2013
Roscosmos,China,2013-05-07,Starship,Active,,Success,2013
ULA,France,2013-05-08,Antares,Retired,,Success,2013
Roscosmos,China,2013-07-13,Atlas V,Retired,,Success,2013
Japan JAXA,Kazakhstan,2013-07-09,Ariane 5,Retired,,Success,2013
Northrop,Kazakhstan,2013-10-13,Vulcan,Retired,6.9,Success,2013
Blue Origin,USA,2013-03-26,Soyuz-U,Active,,Success,2013
CASC,New Zealand,2013-09-10,PSLV,Active,,Success,2013
RVSN USSR,Australia,2013-06-14,Falcon 9,Active,35.69,Success,2013
Virgin Orbit,India,2013-04-26,Vega,Active,,Success,2013
ESA,New Zealand,2013-01-07,Antares,Retired,149.28,Failure,2013
Virgin Orbit,USA,2013-01-05,Electron,Active,15.1,Success,2013
Roscosmos,Kazakhstan,2013-05-21,Vulcan,Active,,Success,2013
ESA,Russia,2013-09-27,Soyuz-U,Active,,Failure,2013
Virgin Orbit,Russia,2013-01-16,Ariane 5,Active,,Success,2013
NASA,Japan,2013-07-20,Falcon 9,Active,,Failure,2013
CASC,France,2013-07-07,Ariane 5,Active,,Failure,2013
ESA,France,2013-03-04,Falcon 9,Active,270.39,Success,2013
ESA,India,2013-09-10,Antares,Active,,Success,2013
RVSN USSR,Japan,2013-03-17,H-IIA,Active,131.95,Failure,2013
ISRO,USA,2013-02-19,Soyuz-U,Retired,,Success,2013
Virgin Orbit,Kazakhstan,2013-02-06,Long March 3B,Retired,36.84,Success,2013
ULA,Russia,2013-05-07,Delta IV,Active,,Success,2013
Rocket Lab,China,2013-02-04,Electron,Active,110.87,Success,2013
NASA,New Zealand,2013-05-12,Vega,Active,,Success,2013
CASC,Japan,2013-06-02,Falcon 9,Retired,,Success,2013
Arianespace,India,2013-06-05,Antares,Active,,Success,2013
Arianespace,India,2013-05-23,Delta IV,Active,,Success,2013
SpaceX,USA,2013-07-22,Antares,Active,,Success,2013
CASC,India,2013-05-18,Antares,Active,,Success,2013
Blue Origin,Japan,2013-07-03,Atlas V,Retired,,Success,2013
Arianespace,USA,2013-05-21,Atlas V,Active,,Success,2013
Japan JAXA,Russia,2013-01-19,Pegasus XL,Active,,Success,2013
Blue Origin,New Zealand,2013-09-09,Vega,Active,,Success,2013
SpaceX,India,2013-08-24,Proton-M,Active,,Success,2013
ULA,New Zealand,2013-06-11,Atlas V,Active,,Success,2013
RVSN USSR,China,2013-07-16,PSLV,Active,127.21,Success,2013
ESA,France,2013-04-07,Starship,Active,,Success,2013
NASA,India,2013-05-25,Soyuz-U,Active,13.17,Failure,2013
Roscosmos,Australia,2013-07-04,Pegasus XL,Active,,Success,2013
NASA,India,2013-01-01,H-IIA,Retired,,Success,2013
RVSN USSR,China,2013-02-12,Antares,Active,,Success,2013
Virgin Orbit,USA,2013-09-25,Falcon 9,Active,,Success,2013
NASA,Kazakhstan,2013-06-19,Soyuz-U,Active,70.64,Success,2013
Virgin Orbit,Kazakhstan,2013-05-27,Starship,Active,,Success,2013
Northrop,Australia,2013-05-01,Delta IV,Active,8.15,Success,2013
CASC,China,2013-05-18,Long March 3B,Active,,Success,2013
Virgin Orbit,Australia,2013-03-25,Delta IV,Active,,Success,2013
Rocket Lab,France,2013-08-23,Atlas V,Active,,Success,2013
SpaceX,USA,2013-03-08,Antares,Active,,Success,2013
RVSN USSR,France,2013-08-04,Vega,Active,,Success,2013
ISRO,France,2013-12-25,Antares,Retired,,Success,2013
SpaceX,India,2013-08-20,Atlas V,Active,,Success,2013
SpaceX,Russia,2014-08-13,Proton-M,Active,,Success,2014
Rocket Lab,Japan,2014-02-17,Vega,Retired,83.74,Failure,2014
CASC,Kazakhstan,2014-02-09,Vega,Active,63.54,Success,2014
NASA,Kazakhstan,2014-04-15,Delta IV,Active,,Success,2014
Northrop,Kazakhstan,2014-08-25,Long March 3B,Retired,,Success,2014
Blue Origin,France,2014-10-11,Ariane 5,Active,,Partial Failure,2014
ISRO,Russia,2014-05-21,Antares,Active,,Success,2014
ESA,USA,2014-06-15,Delta IV,Active,,Success,2014
Roscosmos,France,2014-06-19,Starship,Active,12.67,Success,2014
Arianespace,India,2014-03-02,Delta IV,Active,,Success,2014
ESA,New Zealand,2014-11-09,Vega,Active,,Success,2014
Arianespace,Russia,2014-11-01,Atlas V,Retired,,Partial Failure,2014
Blue Origin,Japan,2014-09-15,Soyuz-U,Retired,,Success,2014
Boeing,Australia,2014-09-09,Antares,Active,,Success,2014
CASC,New Zealand,2014-04-06,Delta IV,Retired,61.92,Success,2014
Blue Origin,New Zealand,2014-01-17,Proton-M,Retired,,Success,2014
ISRO,Australia,2014-10-19,Delta IV,Active,,Success,2014
Boeing,Kazakhstan,2014-04-17,Soyuz-U,Active,,Failure,2014
ULA,Japan,2014-10-04,Ariane 5,Retired,,Success,2014
Boeing,China,2014-01-05,Atlas V,Active,,Success,2014
CASC,Australia,2014-01-19,Delta IV,Active,,Failure,2014
Rocket Lab,India,2014-01-04,Long March 3B,Retired,,Success,2014
ULA,Japan,2014-03-19,H-IIA,Active,31.06,Success,2014
ISRO,Japan,2014-07-26,Pegasus XL,Active,,Success,2014
ULA,Kazakhstan,2014-02-24,Vulcan,Active,61.6,Success,2014
ISRO,Kazakhstan,2014-05-11,Antares,Retired,62.76,Success,2014
Northrop,Australia,2014-07-05,Vulcan,Active,,Failure,2014
ULA,Russia,2014-11-04,PSLV,Active,,Success,2014
Northrop,New Zealand,2014-12-12,Delta IV,Active,,Success,2014
Rocket Lab,USA,2014-09-02,Ariane 5,Active,,Success,2014
Roscosmos,Kazakhstan,2014-12-03,Vulcan,Active,,Success,2014
Roscosmos,India,2014-09-23,Vega,Retired,,Success,2014
Roscosmos,Kazakhstan,2014-05-26,Falcon 9,Retired,,Success,2014
